llm_name,sentence,n_items,spearman_rho
DeepSeek-Coder-1.3B,To scare off the stray cat the mother said,16,0.21967735023606555
DeepSeek-Coder-1.3B,The young man quickly pulled the sword from the,17,-0.1791706220934246
DeepSeek-Coder-1.3B,Sarah threw the dirty towel in the,11,-0.1624953877125951
DeepSeek-Coder-1.3B,The kids were exhausted after a long game of,20,0.4468190855816867
DeepSeek-Coder-1.3B,Thousands of feet in the air the jet would,27,0.09820862789427443
DeepSeek-Coder-1.3B,"After filling the bowl with cereal, Josh added",4,0.7999999999999999
DeepSeek-Coder-1.3B,Austin wanted to enjoy his meal and did not,27,0.29889828762709625
DeepSeek-Coder-1.3B,The baby animal's body was covered in,26,0.4966370198343159
DeepSeek-Coder-1.3B,Annabelle's favorite dessert was a cold chocolate,18,0.3956752132359596
DeepSeek-Coder-1.3B,Betty always enjoyed drinking a glass of,11,0.6897007348075543
DeepSeek-Coder-1.3B,The snake wasn't as menacing with only one,6,0.6172133998483676
DeepSeek-Coder-1.3B,"Whenever her grandkids visit, Greta prepares lots of",18,0.4545673907390403
DeepSeek-Coder-1.3B,"Down to two colleges, Russell still couldn't make a",3,1.0
DeepSeek-Coder-1.3B,Katie dislikes the way some animals chew their,10,0.10241831129983782
DeepSeek-Coder-1.3B,Most blue food gets its coloring from chemical,21,0.33672495299303484
DeepSeek-Coder-1.3B,The swim team's performance improved after hiring a new,4,1.0
DeepSeek-Coder-1.3B,"After being teased, Marlie responded with her own",33,0.010679895941441822
DeepSeek-Coder-1.3B,The silhouette in the distance was very,42,0.1606388679051073
DeepSeek-Coder-1.3B,"Emily enjoys going to malls, because she likes to",6,0.6546536707079772
DeepSeek-Coder-1.3B,He didn't want a lot just a little,21,0.4866532388703357
DeepSeek-Coder-1.3B,The first word that the baby ever said was,19,-0.01649156740632927
DeepSeek-Coder-1.3B,Todd excelled at the baseball game with his new,13,0.020075857981634464
DeepSeek-Coder-1.3B,She received the acceptance letter in the,4,0.2581988897471611
DeepSeek-Coder-1.3B,The little girl tripped and immediately began to,5,0.7181848464596079
DeepSeek-Coder-1.3B,Her father said the most important people are your,7,0.7881104062391007
DeepSeek-Coder-1.3B,They had the food for the trip but needed,18,0.483932209262234
DeepSeek-Coder-1.3B,Nina was upset that her nail polish had already started to,11,0.5926302375400527
DeepSeek-Coder-1.3B,The ranch workers were startled by the charging angry,14,0.3004586433169732
DeepSeek-Coder-1.3B,"In the feudal system, servants were loyal to their",11,0.7484792116158808
DeepSeek-Coder-1.3B,The doctor thought Karl was sick due to a,12,0.5062335443584234
DeepSeek-Coder-1.3B,Julie kept her coins in a new leather,9,0.5477225575051661
DeepSeek-Coder-1.3B,Kat said that the performance date seemed to,45,0.38442114675441863
DeepSeek-Coder-1.3B,Nat splurged and bought herself an expensive pink,29,0.5012810978995212
DeepSeek-Coder-1.3B,"When fishing, Reese always used his lucky",14,0.3853866032310538
DeepSeek-Coder-1.3B,Chocolate is made from the roasted cacao,7,0.29554140233966275
DeepSeek-Coder-1.3B,The scientists watched the snake slither and,26,0.18121496924816488
DeepSeek-Coder-1.3B,The details surrounding the crime were extremely,36,0.15887563729599116
DeepSeek-Coder-1.3B,The lose clothing was slippery and hard to,27,0.4742052200119143
DeepSeek-Coder-1.3B,The little girl had made her dolls their own,18,0.21426051428645337
DeepSeek-Coder-1.3B,Strumming a guitar is easier with a small,10,0.03739683354969405
DeepSeek-Coder-1.3B,"When Carl worked in security, he had a",13,0.14673170735729563
DeepSeek-Coder-1.3B,The uneven foundation caused the building to,26,0.33089072485309384
DeepSeek-Coder-1.3B,The pinata required Joan to give it a powerful,13,0.17075144906347609
DeepSeek-Coder-1.3B,Everyone thought the pasta dish needed more,13,0.8502712798142947
DeepSeek-Coder-1.3B,The frustrated mother couldn't get her toddler to,21,0.6339089707317787
DeepSeek-Coder-1.3B,"In many sentences, the noun is followed by a",6,0.44136741475237473
DeepSeek-Coder-1.3B,After she bought the dress she ripped off its,10,-0.20041753698892312
DeepSeek-Coder-1.3B,Otto looked at the chessboard and moved his,8,0.8742671711966791
DeepSeek-Coder-1.3B,For warmth some women use their handbag as a,25,0.07400940270864963
DeepSeek-Coder-1.3B,There were hundreds of bees buzzing around the,18,0.5677925512094765
DeepSeek-Coder-1.3B,Michael was sure of who would win so he,21,0.2660681833919383
DeepSeek-Coder-1.3B,When driving it is dangerous to sharply,6,0.5161002296110789
DeepSeek-Coder-1.3B,The college student looked for a summer,12,0.7039771211153395
DeepSeek-Coder-1.3B,The once firm chocolate pudding had turned into,16,-0.02839385160905042
DeepSeek-Coder-1.3B,"During music class, Jordan learned about the",41,0.33853992760875784
DeepSeek-Coder-1.3B,The kids ran but couldn't keep up their father's,12,0.5458597866289098
DeepSeek-Coder-1.3B,Greg passed a law that made it punishable to,37,0.29245133918685734
DeepSeek-Coder-1.3B,The driver said the best flavor of pie is,12,0.01766883731850549
DeepSeek-Coder-1.3B,These seagulls usually rest on a very high,21,0.33954332552301586
DeepSeek-Coder-1.3B,"After playing all day, the dirty boy needed to",7,-0.3578132236660672
DeepSeek-Coder-1.3B,After weeks at sea the bottle washed up onto,6,-0.23190841426097936
DeepSeek-Coder-1.3B,Lelia was alarmed by the pain in her,23,0.34577273889686305
DeepSeek-Coder-1.3B,The pianist was embarrassed she had played the wrong,7,0.3243374865704013
DeepSeek-Coder-1.3B,My grandfather had to have an operation on his,25,0.31967104903025484
DeepSeek-Coder-1.3B,In the end the monster returned to its,13,0.5136915204329271
DeepSeek-Coder-1.3B,"In the classroom, some students prefer sitting near the",7,0.48650622985560193
DeepSeek-Coder-1.3B,Buster was an old dog with a large hanging,24,0.43298997478780943
DeepSeek-Coder-1.3B,"After failing the exam, the student felt",29,0.3945107474588719
DeepSeek-Coder-1.3B,Lisa was angry when her house had a broken,13,0.3684508879195277
DeepSeek-Coder-1.3B,The daughter refused to sleep because she saw a,11,-0.6106584931317114
DeepSeek-Coder-1.3B,The woman liked to have a water bottle,12,0.7705407053855277
DeepSeek-Coder-1.3B,The sacred graveyard was pillaged by a,31,0.2583062888854824
DeepSeek-Coder-1.3B,The tourist got lost because the directions were,16,0.6054359908160559
DeepSeek-Coder-1.3B,Oil covered the duck's body in a fine,16,-0.17107724463112056
DeepSeek-Coder-1.3B,For years the two girls had been a steadfast,28,0.2904325044842238
DeepSeek-Coder-1.3B,Billy couldn't believe Max hit him in the,18,0.23553299738666691
DeepSeek-Coder-1.3B,The committee members were divided over the prom's,16,0.46613846427140415
DeepSeek-Coder-1.3B,The medical school building had a clinic and a,37,0.3249818420058856
DeepSeek-Coder-1.3B,At the center of her valentine was a pink,5,0.6708203932499368
DeepSeek-Coder-1.3B,The class was popular because the teacher had great,40,0.2815900552291566
DeepSeek-Coder-1.3B,A crowd gathered to see the barn's newborn,14,-0.2446605100779379
DeepSeek-Coder-1.3B,Jessica had a nightmare where she was in,32,0.544232138486098
DeepSeek-Coder-1.3B,The boy said the babysitter had been,24,0.02797514424720941
DeepSeek-Coder-1.3B,The young girl told her mom she wanted longer,18,-0.13067998910607181
DeepSeek-Coder-1.3B,The lawyer helped the elderly man write a,11,0.22653861938789396
DeepSeek-Coder-1.3B,Every time he moved forward the car would,23,0.315397319892115
DeepSeek-Coder-1.3B,The competition started when they heard the,20,-0.00948255198197684
DeepSeek-Coder-1.3B,Don's lazily constructed birdhouse was a total,13,0.9042073161989974
DeepSeek-Coder-1.3B,Julie left home and headed to college with great,36,0.3949387188324204
DeepSeek-Coder-1.3B,A large number of people have at least one,44,0.40534761313074297
DeepSeek-Coder-1.3B,"Vicky was terrified of her brother's small, furry pet",17,0.3151097899101127
DeepSeek-Coder-1.3B,Yesterday at the drugstore there was a,18,0.7864594248879693
DeepSeek-Coder-1.3B,"A thorough worker, Jane treated each project with great",21,0.5970115669397937
DeepSeek-Coder-1.3B,Pure memorization may not be great method to,12,0.5544359064319885
DeepSeek-Coder-1.3B,Robert rushed to leave in time for his,21,0.47314845859356225
DeepSeek-Coder-1.3B,All of the wild dogs stayed together in a,4,0.7378647873726218
DeepSeek-Coder-1.3B,Mike's mother was furious that he pierced his,11,0.7264847739972906
DeepSeek-Coder-1.3B,She couldn't ride the horse because it was a,35,0.028417205691910506
DeepSeek-Coder-1.3B,The ruin site is cursed according to ancient,31,0.4104444755219879
DeepSeek-Coder-1.3B,Paulina gave the huge lollipop a big,6,-0.20597146021777488
DeepSeek-Coder-1.3B,Some people enjoy the earthy flavor of a red,25,0.5048904031652391
DeepSeek-Coder-1.3B,"When eating out, Jasmine preferred to sit at a",10,0.15764892322092744
DeepSeek-Coder-1.3B,The man said he fainted because of the,19,0.16842091059897654
DeepSeek-Coder-1.3B,"During the earthquake, many of the small buildings",12,0.18661653741533044
DeepSeek-Coder-1.3B,"During the fire, the fire truck drove up to the",18,0.4693325551036598
DeepSeek-Coder-1.3B,He blew out his cigarette smoke in a small,15,0.3904131824682192
DeepSeek-Coder-1.3B,He wouldn't jump so his sister gave him a,17,-0.16123805188197607
DeepSeek-Coder-1.3B,Everyone admired the boss due to his constant,54,0.18182632544315733
DeepSeek-Coder-1.3B,The fisherman always used a specific type of,9,-0.03389952241206143
DeepSeek-Coder-1.3B,Kevin found his keys hidden underneath the,26,-0.003978791755765713
DeepSeek-Coder-1.3B,The carpenter dug into the wood with the,18,0.5451985177829701
DeepSeek-Coder-1.3B,The newly purchased marker had a fine black,11,0.41579702149987574
DeepSeek-Coder-1.3B,"Out of habit, the family always ate dinner at",17,0.6236117695451967
DeepSeek-Coder-1.3B,Herschel saw she had put his clothes in a,17,0.42573966042658135
DeepSeek-Coder-1.3B,Her mother kept the apple juice in a large,15,0.5304317050167258
DeepSeek-Coder-1.3B,"Due to the film's sad ending, Lia began to",5,0.3
DeepSeek-Coder-1.3B,Rachel outsmarted her three friends using her impressive,23,0.16217660118880745
DeepSeek-Coder-1.3B,Burst pipes forced workers to shut off the water,19,-0.006608730815885922
DeepSeek-Coder-1.3B,"Before going out on the lake, Mike checked the boat's",24,0.40163913516380767
DeepSeek-Coder-1.3B,The fisherman trapped hundreds of sharks in their,11,-0.21058465757133063
DeepSeek-Coder-1.3B,"While trying to lift the box, Jeffrey pulled his",11,0.25004287796961466
DeepSeek-Coder-1.3B,Jesse described his brother as a great,38,0.4690423690816434
DeepSeek-Coder-1.3B,To hold all her coins Trixie had a small,13,0.458164910174366
DeepSeek-Coder-1.3B,The landscaper went to the branch and started to,15,0.3545781560580928
DeepSeek-Coder-1.3B,Eric was confident and challenged Kevin to a,10,0.5081391846066426
DeepSeek-Coder-1.3B,"Ron needed to bowl eight pins, while Sam needed",16,0.5862662535372118
DeepSeek-Coder-1.3B,His aunt said they would help because he was,52,0.1550759275316623
DeepSeek-Coder-1.3B,His aunt would not come because his house is,20,0.040705268391314976
DeepSeek-Coder-1.3B,A huge crowd gathered to buy the designer's newest,30,0.22945069756039269
DeepSeek-Coder-1.3B,The bully hurt Tom's feelings with his merciless,25,0.2647908992598073
DeepSeek-Coder-1.3B,Sometimes the baker whipped up a last minute,18,0.4033545422847162
DeepSeek-Coder-1.3B,Joe used extra scrap wood to fashion a makeshift,47,0.054275193366899954
DeepSeek-Coder-1.3B,The city was badly destroyed after the,14,0.3074532933800423
DeepSeek-Coder-1.3B,Steph could cross the border because her citizenship was,28,0.2564493020734623
DeepSeek-Coder-1.3B,The speaker was boring because he lacked,37,0.17222121662485448
DeepSeek-Coder-1.3B,The man said that charisma was his best,13,0.21217523825425796
DeepSeek-Coder-1.3B,During the winter these types of animals travel,12,0.22520899677527584
DeepSeek-Coder-1.3B,The employee learned to work with people she didn't,5,0.7826237921249264
DeepSeek-Coder-1.3B,"Due to injuries, many war veterans had lost a",8,-0.15958430024557682
DeepSeek-Coder-1.3B,Arlene wasn't sure if she believed in,19,-0.03723614968330003
DeepSeek-Coder-1.3B,"When placed in water, buoyant objects rise to the",3,0.5
DeepSeek-Coder-1.3B,"In order to work, the machine needed a copper",31,0.3904638661354907
DeepSeek-Coder-1.3B,The boy's sister made him promise he wouldn't,21,0.44729460439085517
DeepSeek-Coder-1.3B,Jill is frustrated by people who are always,18,0.37549350206297044
DeepSeek-Coder-1.3B,The old computer had a lot of,30,0.5412029384254119
DeepSeek-Coder-1.3B,He was down twenty dollars after losing the,6,0.15179418517972906
DeepSeek-Coder-1.3B,"Charlotte spent too much money on fancy, fruit-scented",19,0.38408255175327216
DeepSeek-Coder-1.3B,"To maximize profits, the companies decided to",28,0.3530473359901
DeepSeek-Coder-1.3B,The explorer was terrified to encounter a wild,13,0.41964339176617005
DeepSeek-Coder-1.3B,The couple worked well together and made a perfect,13,0.6101006625990585
DeepSeek-Coder-1.3B,In hyena packs the females select a male,14,0.634523971547783
DeepSeek-Coder-1.3B,"Tired from studying, Dan crumpled his papers into a",6,-0.20291986247835694
DeepSeek-Coder-1.3B,Every day the cafe advertised a specialty,22,0.5036674827256069
DeepSeek-Coder-1.3B,The chef is always excited to buy a new,28,0.2567416510889985
DeepSeek-Coder-1.3B,Mary found her sleep-deprived friend difficult to,36,0.20524514645177402
DeepSeek-Coder-1.3B,Jesse was recognized for always wearing a,32,0.14665968222045905
DeepSeek-Coder-1.3B,Danielle thanked her husband for buying her a new,21,0.4897479924490089
DeepSeek-Coder-1.3B,The woman's favorite accessory was her new,18,0.23925229460468156
DeepSeek-Coder-1.3B,The cookie container only had enough space for,26,0.38172470561781824
DeepSeek-Coder-1.3B,The sloppy boy was too lazy to cut his,11,0.7885805580170057
DeepSeek-Coder-1.3B,She was jostled as her car mounted the,28,0.14581057441280812
DeepSeek-Coder-1.3B,The girl was nervous so she began to,25,0.40209960741297873
DeepSeek-Coder-1.3B,Joan thought the antique sword was dangerous without a,11,0.08394368335242171
DeepSeek-Coder-1.3B,Elizabeth rushed to the doctor whenever she felt,9,0.6120602396848354
DeepSeek-Coder-1.3B,"When Martin broke his left foot, he could only",13,0.4120976415365308
DeepSeek-Coder-1.3B,The worker didn't have looks but he had,28,0.09822956395901966
DeepSeek-Coder-1.3B,The weather was so cold that the child's lips,20,0.018114697549237523
DeepSeek-Coder-1.3B,The tree growing in the backyard has a large,27,0.5518259816880129
DeepSeek-Coder-1.3B,His mother knew what the baby needed was a,18,0.007606000241218869
DeepSeek-Coder-1.3B,The driver was unsure what pushing that button,11,0.8215609032105222
DeepSeek-Coder-1.3B,The chef wanted his steaks to have a good,17,0.6056321040945309
DeepSeek-Coder-1.3B,Clara failed to study and got most questions,3,0.8660254037844387
DeepSeek-Coder-1.3B,The hunters shot a tiger that was really,31,0.09499484092866627
DeepSeek-Coder-1.3B,The gentleman on the bus offered the child his,11,-0.20000000000000004
DeepSeek-Coder-1.3B,The soldier broke his orders and decided to go,21,0.4262861901551503
DeepSeek-Coder-1.3B,It's normal for babies to fuss when they,22,0.24650125375956533
DeepSeek-Coder-1.3B,Ralph went to the pet store to purchase a,25,0.3163296511586456
DeepSeek-Coder-1.3B,Michael marveled at the wingspan of the,13,0.45170725685572444
DeepSeek-Coder-1.3B,The tranquil park atmosphere was disturbed by the honking,8,0.49102861614023635
DeepSeek-Coder-1.3B,The workplace scandal was blamed entirely on the new,21,0.45185969562233297
DeepSeek-Coder-1.3B,The woman said every girl should carry,22,0.06263375159760766
DeepSeek-Coder-1.3B,Even more than the cookies Davis liked the,21,0.36751786254536206
DeepSeek-Coder-1.3B,The teacher told the students that the homework was,20,0.3336620118431443
